,ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
449,2836092-20231216,2936661,386838,5,BETH INTERACTIVE INC.,BETH INTERACTIVE INC.,4541 N RAVENSWOOD AVE 3 303,CHICAGO,IL,60640,47.0,,47-,,1010,Limited Business License,602 | 703,Administrative Commercial Office | Advertising / Marketing / Sales Office,2836092,RENEW,,10/15/2023,10/18/2023,N,12/16/2023,12/15/2025,10/18/2023,10/20/2023,AAI,,31.0,41.964572406,-87.673916359,"(41.96457240601625, -87.67391635897692)"
460,2863391-20220809,2863391,439285,2,MOHAMMAD J CHOWDHURY,MOHAMMAD J. CHOWDHURY,2737 W ROSEMONT AVE 2ND,CHICAGO,IL,60659,50.0,29.0,50-29,24.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2863391,ISSUE,08/09/2022,08/09/2022,08/09/2022,N,08/09/2022,08/15/2024,,08/09/2022,AAI,,,41.99567348,-87.698671674,"(41.99567347987781, -87.69867167367359)"
462,2749817-20220916,2862199,469958,1,EVA THORPE,"BAGZ LADYE, EVA THORPE",5500 S SHORE DR 11 1110,CHICAGO,IL,60637,5.0,,5-,,4404,Regulated Business License,722,Online Sales (Home Based Business),2749817,RENEW,,07/15/2022,08/08/2022,N,09/16/2022,09/15/2024,08/08/2022,08/09/2022,AAI,,,41.795185016,-87.580597772,"(41.79518501605705, -87.58059777168157)"
472,2935047-20231020,2935047,45046,8,"NORTHAMERICAN CONCESSIONS, INC",CONNIE'S PIZZA MDW,5700 S CICERO AVE  10-233,CHICAGO,IL,60638,13.0,,13-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2935047,ISSUE,10/13/2023,10/13/2023,10/13/2023,N,10/20/2023,01/15/2026,10/19/2023,10/20/2023,AAI,,,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)"
474,2938427-20231020,2938427,502224,1,"GAMING PRODUCTIONS, LLC",GAMING PRODUCTIONS,221 N LA SALLE ST 38 3800,CHICAGO,IL,60601,42.0,,42-,,4404,Regulated Business License,645,"Distribution, Placing, Leasing or Sales of Automatic Amusement Devices",2938427,ISSUE,10/19/2023,10/19/2023,10/19/2023,N,10/20/2023,11/15/2025,10/19/2023,10/20/2023,AAI,,,41.886308568,-87.63231876,"(41.886308567767294, -87.63231875970524)"
494,2845460-20220809,2845460,485211,1,ALEXANDER PRICE,ALEX PRICE,3553 N RETA AVE 2 W,CHICAGO,IL,60657,44.0,,44-,,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2845460,ISSUE,04/27/2022,04/27/2022,08/09/2022,N,08/09/2022,08/15/2024,,08/09/2022,AAI,,18.0,41.94704121,-87.650542095,"(41.947041209808305, -87.65054209460581)"
495,2712467-20220816,2855736,465954,1,"SUSTAINABLE BIOPRODUCTS, INC.",NATURE'S FYND,815 W PERSHING RD 1,CHICAGO,IL,60609,11.0,,11-,,1007,Wholesale Food Establishment,663,Food Manufacturing,2712467,RENEW,,06/15/2022,08/09/2022,N,08/16/2022,08/15/2024,08/09/2022,08/09/2022,AAI,,13.0,41.823340347,-87.646553847,"(41.82334034722429, -87.6465538473693)"
508,2622785-20220916,2861746,431026,1,AISHA J. WILLIE,AISHA J. WILLIE,6212 S SANGAMON ST,CHICAGO,IL,60621,16.0,27.0,16-27,7.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2622785,RENEW,,07/15/2022,08/09/2022,N,09/16/2022,09/15/2024,,08/09/2022,AAI,,,41.781011718,-87.648608777,"(41.78101171806705, -87.6486087770001)"
511,2748913-20220916,2861990,469384,1,ACE HOME OF THE BARBER HOB CORP,ACE HOME OF THE BARBER HOB,1752 W LAWRENCE AVE  1,CHICAGO,IL,60640,47.0,,47-,,1010,Limited Business License,894,Hair Services,2748913,RENEW,,07/15/2022,08/08/2022,N,09/16/2022,09/15/2024,08/08/2022,08/09/2022,AAI,,31.0,41.96894488,-87.673072591,"(41.968944879505855, -87.67307259065899)"
515,2863397-20220809,2863397,488468,1,GAIL GALLAGHER,GAIL GALLAGHER,6900 N LAKEWOOD AVE  3,CHICAGO,IL,60626,49.0,26.0,49-26,24.0,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2863397,ISSUE,08/09/2022,08/09/2022,08/09/2022,N,08/09/2022,08/15/2024,,08/09/2022,AAI,,24.0,42.006792036,-87.66383649,"(42.00679203563345, -87.66383649009042)"
520,2938467-20231020,2938467,502226,1,ESPERANZA BOTANICA INC.,ESPERANZA BOTANICA,3115 W 26TH ST,CHICAGO,IL,60623,25.0,,25-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2938467,ISSUE,10/19/2023,10/19/2023,10/19/2023,N,10/20/2023,11/15/2025,10/19/2023,10/20/2023,AAI,,25.0,41.844428666,-87.703236873,"(41.844428665779, -87.70323687321932)"
524,2822872-20231216,2938160,481561,1,"P&G RARE VIOLINS, INC.","BEIN & FUSHI, INC.",410 S MICHIGAN AVE  1014,CHICAGO,IL,60605,4.0,,4-,,1010,Limited Business License,1013,Retail Sales of Musical Instruments,2822872,RENEW,,10/15/2023,10/19/2023,N,12/16/2023,12/15/2025,10/19/2023,10/20/2023,AAI,,,41.876707652,-87.62442948,"(41.87670765183466, -87.62442947950342)"
530,2863469-20220810,2863469,488534,1,ZANE CHAO,ZANE CHAO,1283 W VICTORIA ST  3,CHICAGO,IL,60660,48.0,1.0,48-1,20.0,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2863469,ISSUE,08/10/2022,08/10/2022,08/10/2022,N,08/10/2022,08/15/2024,,08/10/2022,AAI,,,41.987686342,-87.663105689,"(41.987686342050395, -87.66310568932269)"
535,2749651-20220916,2862156,469844,1,"VILLA SHOES, INC,",VILLA SHOES,3550 W 26TH ST 1ST FLOOR,CHICAGO,IL,60623,22.0,,22-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2749651,RENEW,,07/15/2022,08/09/2022,N,09/16/2022,09/15/2024,08/09/2022,08/10/2022,AAI,,25.0,41.844500927,-87.714390502,"(41.84450092726178, -87.71439050215618)"
542,2863476-20220810,2863476,488547,1,CYNTHIA A EVERETT,CYNTHA A EVERETT,2120 E 98TH ST,CHICAGO,IL,60617,7.0,41.0,7-41,4.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2863476,ISSUE,08/10/2022,08/10/2022,08/10/2022,N,08/10/2022,08/15/2024,,08/10/2022,AAI,,,41.717209139,-87.573252691,"(41.717209138593795, -87.57325269054117)"
562,2876580-20231116,2933886,490911,1,"63RD AP, INC.",ADVANCED AP,3035-3041 W 63RD ST,CHICAGO,IL,60629,15.0,,15-,,1781,Tobacco,936 | 937,Retail Sales of Tobacco Accessories | Retail Sales of Tobacco and Flavored Tobacco Products,2876580,RENEW,,09/15/2023,10/19/2023,N,11/16/2023,11/15/2024,10/19/2023,10/20/2023,AAI,,3.0,41.778914696,-87.699626711,"(41.77891469594991, -87.69962671093363)"
567,2938392-20231020,2938392,502203,1,VANIAM GROUP LLC,VANIAM GROUP LLC,1444 N ORLEANS ST  8K,CHICAGO,IL,60610,27.0,,27-,,1010,Limited Business License,602,Administrative Commercial Office,2938392,ISSUE,10/18/2023,10/18/2023,10/19/2023,N,10/20/2023,11/15/2025,10/19/2023,10/20/2023,AAI,,,41.908857379,-87.637704455,"(41.908857378745935, -87.63770445546791)"
586,2863433-20220810,2863433,488494,1,SHEENA BARNES,SHEENA BARNES,5571 W MONROE ST  2B,CHICAGO,IL,60644,29.0,16.0,29-16,15.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2863433,ISSUE,08/10/2022,08/10/2022,08/10/2022,N,08/10/2022,08/15/2024,,08/10/2022,AAI,,,41.879145472,-87.764526434,"(41.87914547164245, -87.76452643446726)"
595,2862894-20220804,2862894,481317,2,EL CHIKITO TRUCK INC.,EL CHIKITO TRUCK INC.,5319 N LYNCH AVE,CHICAGO,IL,60630,45.0,36.0,45-36,16.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2862894,ISSUE,07/28/2022,07/28/2022,07/28/2022,N,08/04/2022,08/15/2024,,08/10/2022,AAI,,,41.977574817,-87.765709171,"(41.97757481686718, -87.7657091706407)"
597,2745119-20220916,2861977,469309,1,"PASTORES & BRUNCH, INC.",PASTORES & BRUNCH,4661 N LINCOLN AVE FIRST FLOOR,CHICAGO,IL,60625,47.0,,47-,,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2745119,RENEW,,07/15/2022,08/09/2022,N,09/16/2022,09/15/2024,08/09/2022,08/10/2022,AAI,,21.0,41.966569585,-87.687040016,"(41.96656958533649, -87.6870400163612)"
604,2813005-20220916,2858812,246677,2,"COLSON ASSOCIATES, INC.","COLSON ASSOCIATES, INC.",150 S WACKER DR 24 2400,CHICAGO,IL,60606,42.0,,42-,,1010,Limited Business License,602,Administrative Commercial Office,2813005,RENEW,,07/15/2022,08/10/2022,N,09/16/2022,09/15/2024,08/10/2022,08/10/2022,AAI,,,41.879410846,-87.637103957,"(41.8794108457744, -87.63710395748413)"
607,2863377-20220810,2863377,488451,1,95TH ST STORAGE LLC,95TH ST STORAGE LLC,2930 E 95TH ST,CHICAGO,IL,60617,10.0,,10-,,1010,Limited Business License,903,Self Storage Facility,2863377,ISSUE,08/09/2022,08/09/2022,08/09/2022,N,08/10/2022,08/15/2024,08/09/2022,08/10/2022,AAI,,,41.722858445,-87.552529383,"(41.72285844487749, -87.55252938272328)"
612,2850218-20220517,2850218,485920,1,FIONA MARY GARVEY,FIONA MARY GARVEY,10 E DELAWARE PL  20B,CHICAGO,IL,60611,42.0,24.0,42-24,18.0,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2850218,ISSUE,05/17/2022,05/17/2022,05/17/2022,N,05/17/2022,06/15/2024,,05/17/2022,AAI,,,41.899255056,-87.627834638,"(41.89925505559848, -87.62783463799146)"
631,2935048-20231020,2935048,45046,9,"NORTHAMERICAN CONCESSIONS, INC",AMERICA'S DOG,5700 S CICERO AVE  10-294,CHICAGO,IL,60638,13.0,,13-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2935048,ISSUE,10/13/2023,10/13/2023,10/13/2023,N,10/20/2023,01/15/2026,10/19/2023,10/20/2023,AAI,,,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)"
634,2636728-20231116,2931159,87337,3,"RICHEMONT NORTH AMERICA, INC.",VAN CLEEF & ARPELS AMERICAS,65 E OAK ST,CHICAGO,IL,60611,42.0,,42-,,1010,Limited Business License,923,Retail Sales of Jewelry and Jewelry Repair,2636728,RENEW,,09/15/2023,10/19/2023,N,11/16/2023,11/15/2025,10/19/2023,10/20/2023,AAI,,,41.900676767,-87.625939976,"(41.90067676656001, -87.62593997610138)"
639,2938285-20231020,2938285,502114,1,MILDRED GARCIA,EASTSIDES RESALE,10605 S EWING AVE,CHICAGO,IL,60617,10.0,,10-,,4404,Regulated Business License,621,Buying and Reselling of Used Children's Products,2938285,ISSUE,10/16/2023,10/16/2023,10/19/2023,N,10/20/2023,11/15/2025,10/19/2023,10/20/2023,AAI,,,41.702530959,-87.53513663,"(41.70253095934607, -87.53513662993949)"
641,2153474-20220616,2843594,372269,1,PALETERIA LINDO MICHOACAN INC,PALETERIA LINDO MICHOACAN,1733 W 47TH ST 1ST,CHICAGO,IL,60609,15.0,,15-,,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,2153474,RENEW,,04/15/2022,05/19/2022,N,06/16/2022,06/15/2024,05/19/2022,05/20/2022,AAI,,10.0,41.808458793,-87.66866975,"(41.808458792512496, -87.6686697497996)"
645,2845517-20220520,2845517,485244,1,ANDREA ASHFORD,ANDREA ASHFORD,826 W CUYLER AVE GROUND 400,CHICAGO,IL,60613,46.0,,46-,,7008,Shared Housing Unit Operator,981,Shared Housing Operator - Host of More Than One Shared Housing Unit,2845517,ISSUE,04/27/2022,04/27/2022,05/10/2022,N,05/20/2022,06/15/2024,05/19/2022,05/20/2022,AAI,,34.0,41.955892328,-87.650804642,"(41.95589232792739, -87.6508046423053)"
660,2595230-20220516,2839406,427093,1,ENEDELIA MARTINEZ,ENEDELIA MARTINEZ,3545 W 66TH ST,CHICAGO,IL,60629,23.0,19.0,23-19,8.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2595230,RENEW,,03/15/2022,05/18/2022,N,05/16/2022,05/15/2024,,05/18/2022,AAI,,,41.77325834,-87.712035676,"(41.77325833963893, -87.7120356758817)"
684,2872430-20231116,2931292,247622,2,VICENTE BERNAL,VICENTE BERNAL,3829 W 58TH ST,CHICAGO,IL,60629,23.0,33.0,23-33,8.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2872430,RENEW,,09/15/2023,10/20/2023,N,11/16/2023,11/15/2025,,10/20/2023,AAI,,,41.787705606,-87.719291705,"(41.787705606147775, -87.71929170539137)"
709,2818507-20220520,2818507,481188,1,SHALANDA MCCRAY,SINCERE THICKNESS,4100 S ASHLAND AVE OUTDOOR 1050,CHICAGO,IL,60609,12.0,,12-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2818507,ISSUE,11/15/2021,11/15/2021,05/20/2022,N,05/20/2022,06/15/2024,05/20/2022,05/20/2022,AAI,,10.0,41.819441426,-87.665375545,"(41.81944142629576, -87.6653755449091)"
714,2840306-20220414,2840306,484209,1,SWEET BLISS LLC,SWEET BLISS,6601 S MAPLEWOOD AVE,CHICAGO,IL,60629,16.0,4.0,16-4,8.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2840306,ISSUE,03/24/2022,03/24/2022,03/24/2022,N,04/14/2022,06/15/2024,,05/19/2022,AAI,,,41.773652984,-87.687010131,"(41.77365298435148, -87.68701013077988)"
748,2872573-20230517,2872573,489976,1,BOSS BABY ACADEMY INCORPORATED,BOSS BABY ACADEMY INCORPORATED,645 W 127TH ST,CHICAGO,IL,60628,9.0,,9-,,1023,Children's Services Facility License,820,"Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm",2872573,ISSUE,09/22/2022,09/22/2022,09/25/2022,N,05/17/2023,06/15/2025,05/16/2023,05/17/2023,AAI,,,41.663182463,-87.638368216,"(41.66318246306182, -87.63836821611447)"
751,2609357-20220716,2849616,429059,1,BASEBALLISM INC.,BASEBALLISM INC.,1027 W ADDISON ST  A107,CHICAGO,IL,60613,44.0,,44-,,1010,Limited Business License,911,Retail Sales of Clothing / Accessories / Shoes,2609357,RENEW,,05/15/2022,05/17/2022,N,07/16/2022,07/15/2024,05/17/2022,05/18/2022,AAI,,17.0,41.947116537,-87.655459873,"(41.94711653707501, -87.65545987326549)"
769,2911696-20230517,2911696,497427,1,MARISOL MEDINA,MARISOL MEDINA,5746 S FAIRFIELD AVE 2ND,CHICAGO,IL,60629,15.0,23.0,15-23,8.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2911696,ISSUE,05/17/2023,05/17/2023,05/17/2023,N,05/17/2023,06/15/2025,,05/17/2023,AAI,,,41.788676705,-87.692585257,"(41.788676705067495, -87.692585256902)"
771,2845133-20220517,2845133,414919,2,VEGANZ DREAM INC.,OUTKAST,7137 S STATE ST MAIN LEVEL 1,CHICAGO,IL,60619,6.0,,6-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2845133,ISSUE,04/19/2022,04/19/2022,04/20/2022,N,05/17/2022,06/15/2024,05/16/2022,05/17/2022,AAI,,,41.764408871,-87.62473671,"(41.76440887061866, -87.62473671031756)"
778,2850221-20220518,2850221,485924,1,"MEGAN THOMPSON CHIROPRACTIC, PLLC",DIVISION CHIROPRACTIC,1630 W DIVISION ST,CHICAGO,IL,60622,1.0,,1-,,1010,Limited Business License,767,Retail Sales of General Merchandise and Non-Perishable Food,2850221,ISSUE,05/17/2022,05/17/2022,05/17/2022,N,05/18/2022,06/15/2024,05/17/2022,05/18/2022,AAI,,33.0,41.903435534,-87.668785438,"(41.90343553428924, -87.66878543792943)"
784,2850339-20220520,2850339,486026,1,NEIL NEGRI,NEIL NEGRI,2220 N LINCOLN AVE 3RD 3F,CHICAGO,IL,60614,43.0,29.0,43-29,18.0,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2850339,ISSUE,05/20/2022,05/20/2022,05/20/2022,N,05/20/2022,06/15/2024,,05/20/2022,AAI,,35.0,41.922319621,-87.644602721,"(41.92231962080234, -87.64460272129263)"
799,2841350-20220519,2841350,484797,1,LOANH SHUBH INC,PARK PLACE MARKET,3949 N PINE GROVE AVE,CHICAGO,IL,60613,46.0,,46-,,1006,Retail Food Establishment,736,"Preparation of Food, Coffee or Drinks",2841350,ISSUE,04/12/2022,04/12/2022,05/03/2022,N,05/19/2022,06/15/2024,05/18/2022,05/19/2022,AAI,,,41.954283393,-87.647782585,"(41.95428339275127, -87.64778258472806)"
821,2850335-20220520,2850335,486019,1,LEON LAFAYETTE JR.,LEON LAFAYETTE JR.,4549 S LA CROSSE AVE,CHICAGO,IL,60638,22.0,1.0,22-1,8.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2850335,ISSUE,05/20/2022,05/20/2022,05/20/2022,N,05/20/2022,06/15/2024,,05/20/2022,AAI,,,41.809806924,-87.744294286,"(41.80980692374257, -87.74429428559468)"
825,2762306-20220716,2848578,373755,3,OLD TOWN BARBERSHOP CO.,OLD TOWN BARBERSHOP CO.,1809 W DIVISION ST 1,CHICAGO,IL,60647,1.0,,1-,,1010,Limited Business License,894 | 904,Hair Services | Retail Sales of General Merchandise,2762306,RENEW,,05/15/2022,05/19/2022,N,07/16/2022,07/15/2024,05/19/2022,05/20/2022,AAI,,33.0,41.903150549,-87.672749252,"(41.90315054945233, -87.67274925235029)"
839,2732864-20220716,2849533,428572,2,"WE EVENTS, LLC",WE EVENTS LLC,2644 W CORTLAND ST,CHICAGO,IL,60647,1.0,,1-,,4404,Regulated Business License,863,Event Planning Services / Wedding Planner (Home Based Business),2732864,RENEW,,05/15/2022,05/19/2022,N,07/16/2022,07/15/2024,05/19/2022,05/20/2022,AAI,,,41.91580991,-87.694091272,"(41.91580990953037, -87.69409127240857)"
849,2738324-20220716,2849907,468465,1,CR BRICKS (2019) LLC,CHARLOTTE RUSSE,7601 S CICERO AVE  1350,CHICAGO,IL,60652,18.0,,18-,,1010,Limited Business License,904,Retail Sales of General Merchandise,2738324,RENEW,,05/15/2022,05/18/2022,N,07/16/2022,07/15/2024,05/18/2022,05/19/2022,AAI,,,41.754660124,-87.741384759,"(41.75466012439374, -87.74138475860521)"
851,1544562-20230216,2883161,29861,2,FIKRET TOPAL,DEVRIM CLEANERS,4636 N ROCKWELL ST,CHICAGO,IL,60625,47.0,21.0,47-21,19.0,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,1544562,RENEW,,12/15/2022,,N,02/16/2023,02/15/2025,05/11/2023,05/12/2023,AAI,,,41.965925527,-87.693872522,"(41.96592552684767, -87.69387252225854)"
870,2906758-20230517,2906758,497028,1,VERONICA J RANDLE,VERONICA J RANDLE,5623 W WASHINGTON BLVD 2ND 214,CHICAGO,IL,60644,29.0,21.0,29-21,15.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2906758,ISSUE,05/04/2023,05/17/2023,05/17/2023,N,05/17/2023,06/15/2025,,05/17/2023,AAI,,,41.882118059,-87.765911353,"(41.882118059328285, -87.76591135300914)"
892,2850184-20220517,2850184,12962,3,"BANC OF AMERICA LEASING & CAPITAL, LLC","BANC OF AMERICA LEASING & CAPITAL, LLC",110 N WACKER DR,CHICAGO,IL,60606,42.0,,42-,,1010,Limited Business License,602,Administrative Commercial Office,2850184,C_LOC,05/17/2022,05/17/2022,05/17/2022,N,05/17/2022,04/15/2024,05/17/2022,05/17/2022,AAI,,,41.883498243,-87.637200273,"(41.88349824310264, -87.63720027259416)"
899,2641683-20230216,2885759,455356,1,PEOPLEREADY. INC.,PEOPLEREADY. INC.,3924 S ARCHER AVE  UNIT B,CHICAGO,IL,60632,12.0,,12-,,4404,Regulated Business License,833,Operation of Day Labor Agency / Temporary Staffing of Workers Where Wage Payments are Made Directly or Indirectly by the Agency,2641683,RENEW,,12/15/2022,05/16/2023,N,02/16/2023,02/15/2025,05/16/2023,05/17/2023,AAI,,,41.822408641,-87.690911924,"(41.822408640659376, -87.69091192385886)"
900,2840764-20220520,2840764,378110,26,"DONERMEN, LLC","DONERMEN, L.L.C.",4726 N TROY ST  2,CHICAGO,IL,60625,33.0,3.0,33-3,17.0,8344,Shared Kitchen User (Long Term),804,Shared Kitchen User - Long Term,2840764,ISSUE,04/01/2022,05/10/2022,05/10/2022,N,05/20/2022,05/15/2024,,05/20/2022,AAI,,60.0,41.967465267,-87.707369483,"(41.96746526681799, -87.70736948347019)"
901,2728285-20220616,2844732,467834,1,"JIBARITOS LINCOLN PARK, INC.",JIBARITOS LINCOLN PARK,2616 N CLARK ST 1,CHICAGO,IL,60614,43.0,,43-,,1006,Retail Food Establishment,735,Preparation of Food and Dining on Premise With Seating,2728285,RENEW,,04/15/2022,05/16/2022,N,06/16/2022,06/15/2024,05/16/2022,05/17/2022,AAI,,23.0,41.930034297,-87.64364089,"(41.93003429737251, -87.64364088983776)"
907,2850232-20220520,2850232,485942,1,SUPERFAS AUTO REPAIR INC.,SUPERFAS AUTO REPAIR,4517-4519 W OGDEN AVE,CHICAGO,IL,60623,22.0,,22-,,8340,Motor Vehicle Services License,712 | 1045,Motor Vehicle Repair -  Engine and Transmission Work | Provide Oil Change Services,2850232,ISSUE,05/18/2022,05/18/2022,05/19/2022,N,05/20/2022,06/15/2024,05/19/2022,05/20/2022,AAI,,,41.846493072,-87.737418737,"(41.846493071939385, -87.7374187373808)"
911,2738472-20220716,2849945,468537,1,PILSEN ARTS & COMMUNITY HOUSE,PILSEN ARTS & COMMUNITY HOUSE,1637 W 18TH ST 1,CHICAGO,IL,60608,25.0,,25-,,1010,Limited Business License,602 | 682 | 767 | 910,Administrative Commercial Office | Instruction in Art for Both Children and Adults (Less Than 40% Children) | Retail Sales of General Merchandise and Non-Perishable Food | Sale of Art,2738472,RENEW,,05/15/2022,05/17/2022,N,07/16/2022,07/15/2024,05/17/2022,05/18/2022,AAI,,,41.857659097,-87.66774554,"(41.85765909748453, -87.66774553964845)"
919,2840507-20220520,2840507,484338,1,"OPERATION HOPE, INC.","OPERATION HOPE, INC.",1000 E 111TH ST,CHICAGO,IL,60628,9.0,,9-,,1010,Limited Business License,659,Financial and Accounting Services,2840507,ISSUE,03/28/2022,03/28/2022,05/19/2022,N,05/20/2022,06/15/2024,05/19/2022,05/20/2022,AAI,,,41.692627564,-87.598762563,"(41.69262756360292, -87.59876256333234)"
924,2213408-20220716,2848587,373903,1,DOUGLAS EDWARD BRAMMER,DOUGLAS EDWARD BRAMMER,3231 N ORIOLE AVE,CHICAGO,IL,60634,29.0,31.0,29-31,16.0,4406,Peddler License,819,"Street Performer, Moving Along the Public Way",2213408,RENEW,,05/15/2022,05/21/2022,N,07/16/2022,07/15/2024,,05/21/2022,AAI,,,41.938865624,-87.816403911,"(41.93886562434502, -87.8164039110251)"
925,2850330-20220520,2850330,390718,1,NANCY LEE WARDLAW,NANCY LEE WARDLAW,7328 S CHAMPLAIN AVE,CHICAGO,IL,60619,6.0,56.0,6-56,3.0,4406,Peddler License,769,"Peddler- Retail Sales of General Merchandise, Whole Uncut Fruits/Vegetables, Flowers, Moving Along the Public Way",2850330,ISSUE,05/20/2022,05/20/2022,05/20/2022,N,05/20/2022,06/15/2024,,05/21/2022,AAI,,,41.761282237,-87.609263678,"(41.761282236740136, -87.6092636784357)"
929,2647371-20220716,2846999,63352,58,"ARAMARK EDUCATIONAL SERVICES, LLC",ARAMARK EDUCATIONAL SERVICES,1501 E 83RD PL,CHICAGO,IL,60619,8.0,,8-,,1006,Retail Food Establishment,782,Sale of Food Prepared Onsite Without Dining Area,2647371,RENEW,,05/15/2022,07/08/2022,N,07/16/2022,07/15/2024,07/08/2022,08/11/2022,AAI,,50.0,41.743152449,-87.587882865,"(41.7431524490724, -87.58788286469822)"
934,2636919-20220716,2846992,63352,51,"ARAMARK EDUCATIONAL SERVICES, LLC",ARAMARK EDUCATIONAL SERVICES,1817 W 80TH ST,CHICAGO,IL,60620,17.0,,17-,,1006,Retail Food Establishment,760,Retail Sale of Food for Offsite Consumption,2636919,RENEW,,05/15/2022,07/08/2022,N,07/16/2022,07/15/2024,07/08/2022,08/11/2022,AAI,,,41.748355037,-87.668973475,"(41.74835503664928, -87.66897347509745)"
942,2863179-20220811,2863179,488252,1,IIF FINANCIAL SERVICES INC.,IIF FINANCIAL SERVICES INC.,3802 W NORTH AVE 1,CHICAGO,IL,60647,26.0,,26-,,1010,Limited Business License,600 | 767 | 798 | 850,"Accounting Services (Tax Preparation, Bookkeeping) | Retail Sales of General Merchandise and Non-Perishable Food | Sales of Tickets (Airline, Etc) | Travel Services",2863179,ISSUE,08/03/2022,08/03/2022,08/10/2022,N,08/11/2022,08/15/2024,08/10/2022,08/11/2022,AAI,,,41.910046263,-87.721664594,"(41.91004626323214, -87.72166459358637)"
